Solution,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA
440,0.085536,1,0.236755,0.114751,0.020394,1.000608,0.062236,0.050222,0.008619,0.057453,0.020199,0.324094,2.372431,2.219276,1.207292,0.088936,0.124383,0.039476,0.41518
441,0.129699,1,0.257008,0.139705,0.057619,1.002147,0.063946,0.076124,0.067193,0.039435,0.020385,2.708378,2.711501,3.175607,0.145849,0.08786,0.091074,0.033084,0.379792
442,0.151879,1,0.268606,0.053068,0.057703,1.008773,0.016548,0.010046,0.039601,0.073173,0.040597,3.850086,0.607138,2.174322,1.71142,0.136788,0.114887,0.035047,0.359499
443,0.098657,1,0.274802,0.097038,0.028382,1.001826,0.022074,0.013402,0.038563,0.042141,0.012689,2.217542,1.718059,0.428553,0.498577,0.084727,0.105156,0.053686,0.391036
444,0.087451,1,0.306392,0.07477,0.004296,0.957268,0.042049,0.016643,0.029244,0.011868,0.007774,2.65615,4.595097,2.286169,1.817325,0.1036,0.13598,0.023371,0.410299
445,0.135912,1,0.276831,0.125808,0.02416,0.955704,0.052566,0.038256,0.032246,0.04514,0.018759,0.179376,0.735456,2.375138,1.735333,0.073658,0.114657,0.088522,0.357174
446,0.081074,1,0.285952,0.088821,0.029425,1.03071,0.060653,0.071156,0.013174,0.069854,0.022473,1.992231,4.539301,2.745279,0.909962,0.090658,0.075712,0.031892,0.350412
447,0.102594,1,0.252438,0.088992,0.004698,0.991903,0.042325,0.002344,0.053059,0.049853,0.018987,0.579609,1.078743,1.119928,2.351438,0.073127,0.099481,0.077311,0.370952
448,0.081314,1,0.25793,0.064004,0.025693,0.996611,0.053969,0.065905,0.014652,0.012936,0.004824,0.379479,1.122116,3.518957,2.086836,0.118846,0.079687,0.05701,0.354524
449,0.09434,1,0.280406,0.069805,0.037063,1.001716,0.03606,0.010247,0.018644,0.069217,0.039693,3.815043,0.796638,0.190622,0.330134,0.080643,0.057404,0.029176,0.367748
450,0.150904,1,0.280026,0.128153,0.019224,1.035279,0.034736,0.037398,0.023841,0.079739,0.037199,3.953448,0.951046,0.885874,1.889416,0.096749,0.076776,0.0436,0.35588
451,0.138006,1,0.281274,0.12688,0.005668,0.993732,0.050095,0.03381,0.017431,0.018762,0.033415,1.314352,2.461083,1.660249,1.527675,0.119613,0.06834,0.07338,0.362738
452,0.100044,1,0.263414,0.08518,0.011603,0.958837,0.001491,0.061004,0.008015,0.072377,0.004559,2.747996,0.961647,1.716102,2.019281,0.125943,0.077319,0.086116,0.37672
453,0.066341,1,0.228249,0.069371,0.003036,0.95167,0.038528,0.038668,0.034118,0.022141,0.008183,3.947548,4.425328,0.461133,0.692962,0.063837,0.090816,0.044719,0.38009
454,0.108708,1,0.293076,0.115391,0.014937,1.010812,0.058243,0.009202,0.005573,0.029894,0.045186,2.602781,2.671004,2.819911,1.109922,0.095905,0.109082,0.029776,0.37199
455,0.143258,1,0.25409,0.13207,0.011401,0.97687,0.072825,0.018892,0.059346,0.018317,0.059138,2.33415,3.829197,2.793043,2.596762,0.135001,0.098987,0.077467,0.422342
456,0.064755,1,0.286449,0.14089,0.021018,1.019051,0.011168,0.047871,0.046708,0.035234,0.027711,0.33198,1.26428,2.434099,1.308456,0.086342,0.096994,0.05329,0.388675
457,0.092287,1,0.247314,0.107368,0.022282,1.031507,0.00314,0.003689,0.040789,0.019998,0.056736,3.015581,2.340312,0.80346,0.959486,0.073301,0.092041,0.081157,0.37051
458,0.118142,1,0.284925,0.062296,0.061449,0.972569,0.039507,0.07363,0.031897,0.043014,0.036869,1.044406,0.834272,2.14794,0.727402,0.114544,0.075489,0.055835,0.424752
459,0.078485,1,0.293766,0.107963,0.005389,0.992652,0.060859,0.075478,0.015178,0.027794,0.004416,0.86354,1.379616,3.417396,1.208756,0.097901,0.094322,0.058697,0.352351
460,0.106827,1,0.230859,0.12953,0.035582,0.979479,0.070048,0.06548,0.056964,0.02075,0.035689,0.656157,2.237382,2.798107,1.587656,0.10147,0.064319,0.031321,0.416539
461,0.070093,1,0.280307,0.088722,0.041732,1.037155,0.00554,0.032136,0.032939,0.075181,0.017609,0.63945,3.894323,3.592878,0.369115,0.075756,0.059288,0.036629,0.354108
462,0.086317,1,0.239715,0.104128,0.053031,0.950446,0.012349,0.068755,0.050573,0.045297,0.018488,3.201331,1.484895,2.508527,1.300694,0.107142,0.102655,0.069487,0.402715
463,0.096497,1,0.293581,0.066092,0.018129,0.958913,0.013832,0.03838,0.003774,0.048564,0.056609,2.90569,0.966206,0.896237,2.805198,0.067404,0.102145,0.083826,0.395014
464,0.080852,1,0.232373,0.139606,0.049046,1.024028,0.069656,0.054339,0.061419,0.021945,0.058031,2.992956,2.244488,1.650677,2.011584,0.120809,0.090037,0.031349,0.35959
465,0.124188,1,0.275083,0.09797,0.039642,1.004024,0.032734,0.061714,0.039269,0.076901,0.022728,2.1075,2.91594,2.7579,0.383058,0.090434,0.070918,0.038532,0.381159
466,0.107208,1,0.257528,0.103618,0.041026,0.999179,0.061058,0.074259,0.036236,0.04407,0.008023,3.380961,4.139144,2.316728,2.52251,0.132765,0.073461,0.064453,0.387464
467,0.108899,1,0.292292,0.126757,0.001816,1.008498,0.034173,0.035174,0.057165,0.08295,0.003313,3.50762,3.993795,0.866769,1.577654,0.138181,0.125208,0.023716,0.423092
468,0.066684,1,0.232435,0.081879,0.014779,1.005747,0.030386,0.029112,0.045668,0.043413,0.058939,0.567326,4.062063,2.08018,1.565979,0.085702,0.106122,0.049376,0.419644
469,0.149591,1,0.234426,0.081087,0.056339,0.988772,0.023876,0.038465,0.063424,0.011664,0.052472,2.639897,2.073747,2.44957,1.05158,0.103671,0.105428,0.052536,0.408359
470,0.068293,1,0.278835,0.066249,0.045453,0.988685,0.010787,0.018597,0.024713,0.042726,0.021426,0.734942,1.426154,2.398968,1.13033,0.065602,0.124608,0.025033,0.406141
471,0.091908,1,0.276272,0.060729,0.039042,0.989065,0.007574,0.0066,0.065041,0.060941,0.015369,1.182687,3.75069,2.61828,2.469358,0.094455,0.127452,0.084559,0.375752
472,0.103113,1,0.254499,0.130036,0.04853,0.948733,0.034872,0.062332,0.052388,0.033714,0.05439,0.842718,2.549613,2.633975,1.071392,0.099901,0.095678,0.032995,0.3521
473,0.137794,1,0.299653,0.12636,0.039739,0.959747,0.036937,0.075949,0.006785,0.038772,0.06074,2.4861,2.014401,1.35907,0.639635,0.079383,0.072212,0.0869,0.358026
474,0.082644,1,0.300333,0.053979,0.043173,0.979611,0.042937,0.035787,0.032339,0.042903,0.044415,1.849259,4.232002,0.917995,1.140657,0.066296,0.10653,0.069256,0.369687
475,0.149872,1,0.222119,0.1133,0.05055,1.021896,0.033039,0.013747,0.030891,0.080062,0.018385,2.845996,4.428842,0.571507,2.387382,0.083646,0.114559,0.024902,0.42347
476,0.101898,1,0.218927,0.139497,0.03843,1.01723,0.03547,0.035637,0.053244,0.025087,0.044711,3.622781,1.251781,3.114258,1.040934,0.065515,0.064406,0.088048,0.409669
477,0.097136,1,0.220562,0.123106,0.033629,1.003298,0.020257,0.029643,0.061037,0.010678,0.01711,2.350585,4.532506,1.708986,1.157682,0.100097,0.061235,0.032965,0.353853
478,0.100278,1,0.218669,0.089134,0.001249,0.971987,0.038064,0.048434,0.012516,0.059576,0.053598,3.41768,1.200704,0.856428,2.511068,0.077646,0.067994,0.025775,0.353388
479,0.120404,1,0.286514,0.063132,0.030436,0.951453,0.07379,0.039102,0.065632,0.016358,0.023255,0.50136,0.744632,1.870413,1.876807,0.110458,0.111189,0.081464,0.372402
480,0.152176,1,0.237961,0.080551,0.026403,0.991313,0.051729,0.0767,0.04359,0.014529,0.042931,1.090178,3.600021,0.333152,0.960224,0.105868,0.07831,0.068017,0.39067
481,0.094943,1,0.269719,0.051664,0.060147,0.97855,0.02781,0.004317,0.028663,0.064011,0.025207,3.579079,1.833299,2.858065,2.250161,0.104138,0.056739,0.017382,0.421152
482,0.072968,1,0.271317,0.056465,0.052824,1.024824,0.031798,0.010516,0.026595,0.066818,0.031398,2.620508,0.899658,1.090717,0.13968,0.070774,0.067048,0.084795,0.356271
483,0.151483,1,0.262137,0.094944,0.012448,0.98568,0.010785,0.069121,0.020322,0.052699,0.003267,1.469503,4.263206,0.536964,1.014742,0.066896,0.066294,0.075324,0.372713
484,0.092002,1,0.269188,0.099663,0.023442,1.026425,0.066699,0.07214,0.049194,0.054315,0.056821,4.12486,3.037812,0.413055,2.123135,0.136628,0.065812,0.082869,0.373715
485,0.108445,1,0.293604,0.058535,0.021368,1.019137,0.061739,0.036677,0.004726,0.043638,0.007585,2.838597,2.339463,3.52592,1.670165,0.106547,0.086773,0.065787,0.367218
486,0.139277,1,0.220337,0.060518,0.017409,1.015499,0.011539,0.07952,0.006106,0.027231,0.046943,0.243349,3.522957,1.447394,1.166068,0.093401,0.073303,0.060017,0.426239
487,0.127919,1,0.233082,0.102874,0.030772,1.024413,0.015593,0.015665,0.059032,0.057419,0.024533,1.344171,1.638171,2.189401,0.814671,0.113465,0.091625,0.05471,0.393069
488,0.145697,1,0.282183,0.083689,0.030899,0.951145,0.064803,0.041921,0.037595,0.058442,0.054181,1.772163,3.449654,0.965867,1.626513,0.100039,0.12705,0.043321,0.356328
489,0.139623,1,0.237229,0.081974,0.061907,0.964143,0.071157,0.065724,0.019124,0.067268,0.028186,0.885852,3.072893,0.3278,0.993347,0.093995,0.113424,0.068089,0.357038
490,0.069864,1,0.238504,0.105286,0.032297,0.958294,0.057548,0.005432,0.002794,0.010929,0.030681,1.307104,3.226733,3.552977,2.527287,0.083064,0.13575,0.026911,0.411469
491,0.077405,1,0.267034,0.126641,0.004947,0.989194,0.064564,0.008334,0.025577,0.015346,0.003834,1.087665,1.620329,2.292222,1.003323,0.082561,0.091379,0.084637,0.42784
492,0.077628,1,0.25069,0.056933,0.053305,0.987977,0.011346,0.030969,0.020022,0.026727,0.043176,3.031758,2.323896,2.741381,1.544616,0.108972,0.126885,0.078806,0.389078
493,0.121495,1,0.226564,0.063769,0.048796,1.024551,0.064424,0.022941,0.01947,0.036183,0.041905,2.953896,1.195856,2.085451,1.683821,0.099998,0.070375,0.046877,0.393722
494,0.141144,1,0.24653,0.069212,0.042114,1.028083,0.030004,0.03363,0.029964,0.024313,0.003103,3.301141,4.154034,2.665654,0.177596,0.142048,0.088908,0.046593,0.393646
495,0.067306,1,0.222706,0.114394,0.024181,1.002307,0.001932,0.029156,0.013033,0.061973,0.040141,0.955714,3.944777,0.978327,0.870494,0.104332,0.116933,0.058084,0.387736
496,0.07311,1,0.297425,0.097493,0.034791,0.97552,0.071955,0.031309,0.054721,0.046769,0.009906,2.436472,3.537314,0.307435,1.400731,0.113028,0.12259,0.037172,0.427265
497,0.064994,1,0.289409,0.059166,0.01154,1.000303,0.015021,0.043628,0.066701,0.022989,0.039674,2.85948,2.595119,0.481468,2.652909,0.082342,0.130772,0.053178,0.395317
498,0.087006,1,0.222904,0.13302,0.018782,1.016715,0.05992,0.019642,0.039707,0.080647,0.042978,0.917096,3.68756,1.400433,0.743837,0.13332,0.058191,0.074964,0.378908
499,0.067574,1,0.284212,0.09963,0.026493,0.969911,0.009915,0.03639,0.023534,0.046367,0.019465,1.418188,2.418638,1.518114,1.371123,0.140898,0.115263,0.02523,0.35478
500,0.126099,1,0.282745,0.115335,0.012681,0.976143,0.067359,0.065952,0.054913,0.007078,0.021017,2.029575,4.063881,2.489688,2.400089,0.095989,0.128807,0.038789,0.359002
501,0.099729,1,0.295131,0.092331,0.041672,1.003488,0.052693,0.029758,0.041414,0.077856,0.006027,1.078358,1.760215,1.849211,1.115516,0.073901,0.097251,0.084964,0.395203
502,0.09691,1,0.292486,0.115928,0.022208,0.990659,0.022774,0.054112,0.011018,0.074947,0.000753,0.189716,4.206426,3.373812,1.597102,0.119949,0.058818,0.080119,0.42656
503,0.132176,1,0.294153,0.136308,0.028461,1.025741,0.070436,0.079452,0.044239,0.080847,0.044934,3.311807,4.126229,2.780813,2.106211,0.08593,0.058576,0.015973,0.403368
504,0.128156,1,0.225054,0.121711,0.049513,1.035485,0.06865,0.032288,0.030231,0.02167,0.057334,1.725623,1.075915,0.717798,0.47929,0.063511,0.0633,0.053655,0.424518
505,0.113482,1,0.245724,0.129691,0.009973,1.033344,0.03763,0.053436,0.050986,0.055133,0.010038,2.498212,3.967998,3.443157,0.232699,0.129368,0.115497,0.075816,0.415994
506,0.118628,1,0.218047,0.081458,0.047268,1.023323,0.074423,0.055177,0.067347,0.063624,0.007105,1.320565,1.438413,3.097074,2.460338,0.117945,0.080954,0.046391,0.358002
507,0.114997,1,0.284579,0.066836,0.040024,1.016577,0.071034,0.079606,0.051728,0.032024,0.054353,1.551901,2.742727,1.065669,0.945132,0.081514,0.117928,0.039116,0.400857
508,0.069896,1,0.260082,0.056397,0.056012,1.02238,0.030314,0.05665,0.017866,0.050638,0.03166,1.359596,4.43306,0.268299,1.657558,0.124529,0.117104,0.051382,0.418231
509,0.111065,1,0.218641,0.055815,0.046602,1.004169,0.019212,0.070086,0.049968,0.072201,0.016018,0.69971,1.038034,0.590391,1.325499,0.141582,0.084732,0.088223,0.378769
510,0.111181,1,0.232913,0.073557,0.047937,0.996893,0.051461,0.007398,0.056385,0.037407,0.007167,3.753984,3.29699,3.269883,1.007318,0.089936,0.121015,0.028948,0.369451
511,0.146271,1,0.227058,0.094015,0.01761,0.985343,0.054984,0.030043,0.063183,0.079502,0.016443,1.003553,1.210007,1.429119,1.001936,0.129201,0.086922,0.029518,0.358095
512,0.10466,1,0.252888,0.073203,0.040414,0.960245,0.027493,0.030667,0.028278,0.027971,0.037122,0.438105,2.183568,3.121604,2.056609,0.117994,0.056973,0.044059,0.420759
513,0.150423,1,0.257269,0.122461,0.010662,0.982743,0.039758,0.076394,0.041037,0.06308,0.016324,1.396858,2.737248,2.59801,0.801874,0.111007,0.089352,0.050876,0.385655
514,0.150734,1,0.220308,0.077209,0.016233,0.981201,0.05063,0.045183,0.061131,0.077744,0.003522,0.669543,1.305164,0.378283,1.342063,0.089781,0.076607,0.044681,0.379041
515,0.145586,1,0.290189,0.132453,0.04965,1.028003,0.001073,0.057736,0.000154,0.022769,0.034445,2.737271,3.628685,3.006245,0.551597,0.065665,0.133308,0.078488,0.362373
516,0.108089,1,0.268487,0.071641,0.059788,0.963043,0.045936,0.049665,0.026501,0.056406,0.033662,1.868525,4.503343,0.710863,2.317379,0.084892,0.066848,0.043174,0.383617
517,0.100406,1,0.248318,0.124551,0.005987,1.017393,0.00776,0.04251,0.058496,0.03783,0.05421,0.676867,4.167209,1.078277,1.189841,0.140669,0.073719,0.021013,0.365151
518,0.147987,1,0.224732,0.132541,0.006266,1.008907,0.027034,0.021751,0.006598,0.0112,0.057185,3.02541,1.577197,0.73097,0.207323,0.13688,0.064946,0.070407,0.415084
519,0.141794,1,0.28106,0.060474,0.018206,1.023107,0.061627,0.052439,0.040238,0.041883,0.004629,1.480394,1.559145,0.137179,1.978511,0.12677,0.064732,0.030306,0.372327
520,0.140704,1,0.246281,0.132642,0.058038,0.963564,0.049335,0.075415,0.043545,0.034423,0.015853,2.23532,2.000193,2.404816,1.824031,0.114811,0.111339,0.042365,0.382427
521,0.068104,1,0.225804,0.090724,0.033065,1.020464,0.024408,0.036009,0.023071,0.049661,0.057523,2.75937,3.004025,1.288585,0.191165,0.092925,0.094797,0.027319,0.368985
522,0.06514,1,0.266404,0.088141,0.056806,1.025807,0.020388,0.062651,0.042623,0.053735,0.028946,4.110267,2.27581,3.259552,1.738201,0.075444,0.083986,0.012617,0.385887
523,0.082824,1,0.259594,0.05151,0.023323,1.032394,0.063579,0.042056,0.030319,0.055044,0.035228,0.534469,1.899855,2.529828,2.754504,0.128637,0.107543,0.027699,0.410088
524,0.081463,1,0.230951,0.09459,0.060242,0.964404,0.006017,0.028075,0.056125,0.051687,0.000899,3.292591,3.291106,1.073595,2.261682,0.103102,0.094063,0.035656,0.428789
525,0.132266,1,0.278888,0.12381,0.062479,1.036839,0.074859,0.028786,0.064263,0.057754,0.007889,3.314945,1.008171,3.357513,2.070143,0.118511,0.127706,0.02766,0.398297
526,0.120669,1,0.289244,0.102599,0.034204,0.9739,0.060388,0.037717,0.066102,0.080983,0.032154,1.894555,3.106365,3.228162,1.51808,0.088307,0.095664,0.038233,0.351449
527,0.097854,1,0.288852,0.104822,0.054354,0.994877,0.060999,0.004427,0.010067,0.037652,0.02383,3.220643,2.09773,1.196202,0.892283,0.138215,0.112196,0.045437,0.389879
528,0.065173,1,0.259418,0.090975,0.029073,0.953255,0.041685,0.058537,0.00577,0.057595,0.025813,4.090625,1.62805,2.30574,1.497506,0.090547,0.085173,0.034696,0.413909
529,0.107341,1,0.251146,0.126078,0.03488,0.956949,0.071894,0.020929,0.044885,0.01467,0.016926,3.212425,2.569177,2.672795,2.458872,0.095197,0.066037,0.015772,0.409106
530,0.088229,1,0.240552,0.109494,0.023523,0.99627,0.041352,0.021645,0.001018,0.061451,0.038448,0.714647,3.712343,2.033671,0.942649,0.067823,0.078648,0.085866,0.354038
531,0.134191,1,0.23707,0.140641,0.057841,0.97205,0.073861,0.00487,0.039438,0.014726,0.00499,1.943668,3.287284,1.497605,1.102197,0.114986,0.103975,0.086573,0.419008
532,0.102446,1,0.306579,0.052022,0.021434,0.992572,0.07524,0.064393,0.056548,0.077782,0.029953,2.211149,1.003171,2.885461,1.032676,0.139742,0.063415,0.017774,0.363247
533,0.066764,1,0.299966,0.071177,0.015197,1.021189,0.073286,0.05393,0.017723,0.007253,0.005447,2.938246,2.399362,3.290062,0.796161,0.110834,0.131808,0.062511,0.382133
534,0.142465,1,0.289195,0.111212,0.007898,0.953938,0.011862,0.055479,0.02241,0.055952,0.028306,2.869294,2.820799,1.260989,1.91609,0.13651,0.091455,0.03534,0.352885
535,0.097309,1,0.260322,0.112567,0.022092,1.013397,0.062024,0.067536,0.049448,0.049514,0.038307,2.646556,3.210226,1.666161,2.032864,0.099761,0.061424,0.034466,0.429286
536,0.080706,1,0.307226,0.137137,0.035073,1.014624,0.0371,0.078804,0.010663,0.009354,0.026971,2.986761,1.748918,0.635346,0.456891,0.089557,0.062304,0.089818,0.407321
537,0.074136,1,0.250098,0.120106,0.052179,0.97904,0.004515,0.041178,0.014221,0.05932,0.054113,2.265241,2.749832,0.882638,1.99795,0.140146,0.11101,0.01812,0.375291
538,0.151449,1,0.236531,0.102501,0.007324,1.025194,0.032708,0.039197,0.018768,0.030729,0.051257,0.239119,3.485187,1.918923,0.78695,0.063333,0.100728,0.015832,0.359058
539,0.131282,1,0.2315,0.10432,0.05346,1.016296,0.003561,0.004462,0.059166,0.042023,0.006846,2.125991,3.162837,2.251858,1.793185,0.131718,0.134212,0.065266,0.374994
540,0.081179,1,0.262845,0.084809,0.005474,1.002692,0.011788,0.005531,0.003929,0.026509,0.034334,2.486659,3.799709,2.43778,1.560868,0.097673,0.099242,0.088599,0.400106
541,0.141051,1,0.249204,0.136232,0.055816,1.018072,0.012487,0.040587,0.008516,0.029517,0.058509,2.39528,1.43402,0.913202,1.141867,0.092154,0.088814,0.043482,0.364132
542,0.122498,1,0.299076,0.093673,0.015324,1.008597,0.001207,0.072231,0.030041,0.062808,0.043131,3.612611,1.230739,1.684402,2.671098,0.096463,0.134835,0.07487,0.405044
543,0.112084,1,0.219411,0.134452,0.020655,0.987743,0.005292,0.018539,0.049885,0.047947,0.023781,2.08763,3.648092,1.025434,1.289038,0.074014,0.130872,0.01472,0.401696
544,0.099971,1,0.262419,0.084515,0.022004,0.960848,0.037865,0.077116,0.036741,0.045026,0.027629,3.119658,1.543967,1.868263,0.155614,0.128359,0.070824,0.013285,0.430234
545,0.09081,1,0.243084,0.055594,0.028275,1.015346,0.011694,0.022668,0.016019,0.078569,0.060905,3.653284,4.468823,0.525334,2.727313,0.0702,0.118229,0.063657,0.373369
546,0.065443,1,0.26462,0.12133,0.021651,0.988464,0.023553,0.053742,0.007205,0.084019,0.0284,3.927417,1.016867,1.857575,0.303203,0.117689,0.118944,0.086793,0.352516
547,0.079401,1,0.247075,0.08657,0.054641,1.035055,0.056778,0.078055,0.048201,0.036696,0.014358,1.32341,0.980494,1.020673,0.173769,0.09077,0.078854,0.022166,0.374067
548,0.13374,1,0.250451,0.136832,0.052663,1.036509,0.023386,0.073839,0.050035,0.071684,0.004402,1.047143,3.510555,1.269802,0.218163,0.096406,0.071664,0.053543,0.373521
549,0.119558,1,0.226047,0.112412,0.058816,0.993771,0.016396,0.023756,0.000725,0.02624,0.016762,0.672671,0.602154,2.726335,2.75828,0.066588,0.110722,0.017265,0.384396
550,0.084729,1,0.265756,0.097679,0.050701,0.972375,0.038833,0.039135,0.024675,0.021601,0.02747,0.509831,2.661697,0.975608,2.704629,0.078712,0.073888,0.038628,0.421721
551,0.127248,1,0.262739,0.116981,0.029576,0.955152,0.009872,0.016607,0.045118,0.012721,0.018437,3.635235,1.451999,3.447609,2.059857,0.067702,0.127598,0.075141,0.375874
552,0.119403,1,0.244322,0.071739,0.059723,1.015304,0.065065,0.034435,0.021436,0.00461,0.037448,1.770235,3.465184,0.29997,1.278169,0.079583,0.124568,0.047259,0.375913
553,0.092895,1,0.249914,0.071401,0.018729,0.964475,0.064191,0.068452,0.009928,0.062394,0.051514,1.07545,3.770668,2.925257,0.300441,0.105022,0.113667,0.024494,0.413086
554,0.095171,1,0.299209,0.101989,0.047813,1.015049,0.075917,0.080763,0.039209,0.017217,0.047005,2.578362,2.907612,0.828801,2.412838,0.070914,0.05926,0.079604,0.361761
555,0.101718,1,0.267022,0.070569,0.02722,1.018435,0.033689,0.059117,0.050684,0.074187,0.011458,2.324504,3.556675,2.122978,2.613922,0.100424,0.057908,0.049967,0.410185
556,0.143417,1,0.251512,0.058299,0.026135,1.000906,0.07355,0.033308,0.038718,0.07528,0.057415,3.093129,3.860115,3.004809,2.677794,0.104601,0.058886,0.071653,0.406292
557,0.124357,1,0.221816,0.110255,0.038505,1.022847,0.071444,0.026765,0.035122,0.061881,0.000312,0.490002,2.368997,1.800798,0.678824,0.109003,0.121438,0.014103,0.374712
558,0.1265,1,0.257899,0.090351,0.011258,0.999505,0.075982,0.066925,0.051167,0.012298,0.059408,3.964128,3.725962,1.775264,1.573636,0.080328,0.077816,0.032264,0.425558
559,0.096579,1,0.290736,0.078479,0.025242,1.026049,0.016079,0.032845,0.013371,0.040703,0.059817,2.360768,1.840976,0.964651,2.159967,0.093237,0.071474,0.064845,0.364635
560,0.13864,1,0.288273,0.138851,0.017905,0.969133,0.068098,0.077312,0.02532,0.047436,0.020804,4.082737,4.135864,1.949644,1.631785,0.094351,0.127203,0.069938,0.404694
561,0.088425,1,0.260595,0.051416,0.060633,0.962046,0.019306,0.042965,0.001665,0.01678,0.027991,2.189682,3.364242,0.553922,2.5727,0.105878,0.071393,0.015702,0.3959
562,0.138943,1,0.251036,0.121568,0.002569,0.975053,0.026872,0.059611,0.006638,0.013551,0.038609,1.62359,1.349724,2.729946,2.546145,0.116169,0.086753,0.026164,0.402606
563,0.144657,1,0.271985,0.061907,0.020832,1.00374,0.049929,0.021327,0.02094,0.051186,0.02866,3.108424,0.981859,1.822758,1.855524,0.105268,0.093728,0.040002,0.381742
564,0.078174,1,0.2953,0.100127,0.056547,1.031074,0.008907,0.05486,0.060308,0.044402,0.027046,1.791757,3.794028,1.133541,1.642414,0.068414,0.109167,0.061625,0.414421
565,0.092783,1,0.284447,0.125313,0.047137,0.977988,0.022167,0.062974,0.041507,0.05249,0.002896,3.962326,4.412431,0.574096,1.615178,0.068573,0.085008,0.022402,0.424222
566,0.137626,1,0.257595,0.072982,0.041599,1.026755,0.049971,0.003354,0.033578,0.032921,0.020705,1.688619,3.239357,2.549924,2.550891,0.127821,0.096282,0.056896,0.393363
567,0.12032,1,0.232054,0.082282,0.038307,0.989236,0.008239,0.06133,0.0113,0.078435,0.040977,2.381744,3.577785,2.848626,0.98303,0.08863,0.09547,0.018735,0.396861
568,0.089609,1,0.22632,0.073495,0.033356,0.979089,0.030683,0.047687,0.023742,0.029999,0.029623,1.98417,1.51617,2.963325,1.022948,0.122014,0.06723,0.026459,0.379396
569,0.077992,1,0.218423,0.12838,0.012377,0.990146,0.035846,0.007928,0.034577,0.024851,0.052798,2.809012,4.178482,1.724957,1.296889,0.064938,0.090931,0.031833,0.359172
570,0.108185,1,0.288614,0.088968,0.047687,0.990407,0.022857,0.012859,0.047829,0.007359,0.014656,2.432532,4.478434,2.543099,0.414122,0.130538,0.134568,0.038889,0.389241
571,0.143893,1,0.259241,0.098253,0.020223,0.975807,0.058073,0.021783,0.004477,0.072997,0.022137,1.257253,1.444785,3.245862,2.417703,0.088467,0.072758,0.022702,0.365672
572,0.081627,1,0.283194,0.109445,0.037691,1.014845,0.007609,0.078405,0.012169,0.005816,0.015974,4.145508,3.095485,0.953745,0.52165,0.131624,0.095932,0.022311,0.361768
573,0.131367,1,0.247831,0.085467,0.008887,0.968255,0.036171,0.024397,0.048324,0.06417,0.003938,3.305627,4.330166,1.376197,1.724123,0.104071,0.075756,0.055331,0.429743
574,0.097724,1,0.263075,0.113567,0.017881,1.028924,0.015683,0.04239,0.053762,0.023957,0.05022,2.715958,2.790069,2.023565,1.018804,0.12359,0.119981,0.019473,0.354721
575,0.089416,1,0.264128,0.110336,0.026049,0.949402,0.044054,0.070532,0.005048,0.004211,0.013826,2.357305,1.423102,1.368012,0.772935,0.120295,0.080285,0.078645,0.375999
576,0.067505,1,0.24645,0.131504,0.054678,1.032915,0.068374,0.00759,0.054016,0.034733,0.036467,3.860555,3.970327,1.028608,2.834885,0.134187,0.066894,0.02846,0.394731
577,0.146362,1,0.285649,0.119749,0.039003,1.017456,0.059547,0.034957,0.002458,0.076137,0.058396,3.711778,1.905695,1.301012,1.260018,0.127335,0.118537,0.045394,0.406432
578,0.123225,1,0.281429,0.13431,0.035866,0.979369,0.067863,0.051056,0.016713,0.037806,0.039909,2.183189,4.239796,0.63736,1.953183,0.142912,0.081976,0.087643,0.414953
579,0.079068,1,0.291331,0.103447,0.063997,0.970305,0.062322,0.025407,0.047347,0.079344,0.020277,0.696936,1.311765,0.315045,2.6373,0.095538,0.12322,0.056284,0.388839
580,0.139718,1,0.289468,0.109087,0.018899,0.963115,0.046722,0.031186,0.061565,0.059998,0.048682,0.465725,3.389399,0.339525,2.602492,0.120663,0.131271,0.049021,0.362587
581,0.071891,1,0.262561,0.114592,0.042375,0.966914,0.046772,0.043514,0.028733,0.01528,0.025053,1.517359,2.185659,1.233268,0.197779,0.063399,0.127104,0.080218,0.399203
582,0.123162,1,0.228723,0.104702,0.022325,0.992276,0.061147,0.014269,0.038626,0.004433,0.01107,0.730923,3.987266,0.906992,2.543362,0.117589,0.069388,0.016252,0.400784
583,0.11927,1,0.218534,0.075526,0.050838,0.962202,0.035477,0.014691,0.026615,0.072755,0.060004,1.364453,2.256513,1.770958,2.046763,0.101068,0.135044,0.081376,0.381573
584,0.10454,1,0.293291,0.052371,0.001575,0.991712,0.049538,0.076341,0.039173,0.038764,0.014503,2.24109,3.706428,2.966227,0.831561,0.140324,0.065636,0.088918,0.366581
585,0.132761,1,0.222553,0.089438,0.060001,0.962606,0.011262,0.035853,0.060053,0.049886,0.004238,3.727264,1.265829,1.399461,2.434383,0.063233,0.119004,0.087862,0.380918
586,0.094647,1,0.296859,0.135627,0.032975,0.978402,0.025114,0.026099,0.010605,0.025399,0.008325,2.374688,3.146177,1.788885,0.441732,0.119449,0.124495,0.068953,0.360176
